0, 5878.35, 2004-01-31T18:13:10.618-05:00
14, 9779.09, 2004-01-27T06:53:51.618-05:00
15, 8591.07, 2004-01-07T08:03:24.618-05:00
17, 1316.25, 2004-01-14T23:08:27.618-05:00
21, 2177.13, 2004-01-26T01:45:03.618-05:00
26, 4897.75, 2004-01-22T11:16:48.618-05:00
20, 2855.05, 2004-01-14T00:20:51.618-05:00
7, 9655.39, 2004-01-27T20:14:00.618-05:00
1, 3894.43, 2004-01-25T18:08:48.618-05:00
11, 35.02, 2004-01-19T06:35:09.618-05:00
27, 24.92, 2004-01-29T15:19:15.618-05:00
11, 5135.61, 2004-01-15T17:26:36.618-05:00
1, 5924.56, 2004-01-26T09:07:37.618-05:00
5, 5342.09, 2004-01-21T10:22:44.618-05:00
7, 5827.74, 2004-01-29T03:27:48.618-05:00
8, 4017.18, 2004-01-11T18:39:01.618-05:00
22, 573.90, 2004-01-13T10:16:37.618-05:00
12, 5252.56, 2004-01-01T21:43:06.618-05:00
11, 8353.26, 2004-01-27T04:41:47.618-05:00
27, 1088.01, 2004-01-01T19:01:27.618-05:00
0, 4871.16, 2004-02-01T10:45:31.618-05:00
26, 1052.48, 2004-01-25T11:10:31.618-05:00
20, 2619.61, 2004-01-11T17:28:21.618-05:00
9, 8565.32, 2004-01-29T11:06:20.618-05:00
2, 977.23, 2004-01-03T13:45:26.618-05:00
28, 7710.90, 2004-02-01T01:41:25.618-05:00
11, 3615.48, 2004-01-07T18:12:55.618-05:00
10, 7556.16, 2004-01-03T21:38:30.618-05:00
17, 5421.63, 2004-01-16T21:28:51.618-05:00
13, 1755.47, 2004-01-11T09:41:15.618-05:00
7, 2203.25, 2004-01-30T14:03:01.618-05:00
20, 8260.45, 2004-01-30T19:48:17.618-05:00
4, 5754.32, 2004-01-19T01:27:17.618-05:00
7, 6947.99, 2004-01-23T05:52:58.618-05:00
28, 8472.77, 2004-01-09T00:13:38.618-05:00
25, 3664.77, 2004-01-13T23:35:16.618-05:00
28, 3250.21, 2004-01-14T19:29:29.618-05:00
18, 4173.35, 2004-01-27T00:03:10.618-05:00
4, 9527.64, 2004-01-26T03:08:57.618-05:00
3, 4727.28, 2004-01-20T23:46:47.618-05:00
14, 7539.96, 2004-01-16T20:44:23.618-05:00
11, 1300.70, 2004-01-12T22:05:33.618-05:00
20, 3266.48, 2004-01-06T12:23:28.618-05:00
13, 2993.08, 2004-01-30T12:26:01.618-05:00
13, 3464.83, 2004-01-19T23:53:26.618-05:00
26, 7809.06, 2004-01-25T06:10:05.618-05:00
25, 6488.70, 2004-01-15T19:45:15.618-05:00
11, 9206.94, 2004-01-27T05:01:03.618-05:00
30, 2064.27, 2004-01-24T09:43:58.618-05:00
23, 7690.31, 2004-01-27T08:20:32.618-05:00
11, 4609.80, 2004-01-06T17:22:25.618-05:00
11, 3804.20, 2004-01-28T20:20:54.618-05:00
21, 6404.08, 2004-01-29T03:44:19.618-05:00
30, 2550.53, 2004-01-18T00:23:53.618-05:00
19, 1413.58, 2004-01-16T15:24:16.618-05:00
7, 7162.89, 2004-01-14T19:34:22.618-05:00
24, 8939.07, 2004-01-14T03:17:18.618-05:00
2, 4926.62, 2004-01-24T08:05:31.618-05:00
14, 598.70, 2004-01-07T17:17:47.618-05:00
13, 4189.64, 2004-01-31T09:07:12.618-05:00
29, 278.15, 2004-01-27T03:19:50.618-05:00
28, 9617.98, 2004-01-06T00:58:32.618-05:00
20, 6394.75, 2004-01-12T23:39:18.618-05:00
21, 9188.60, 2004-01-06T04:36:34.618-05:00
10, 9581.05, 2004-01-03T18:45:47.618-05:00
23, 8304.20, 2004-01-14T01:50:50.618-05:00
24, 8228.04, 2004-01-31T23:33:31.618-05:00
14, 3027.37, 2004-01-03T02:44:04.618-05:00
19, 4364.54, 2004-01-20T04:56:17.618-05:00
22, 9877.44, 2004-01-10T02:23:57.618-05:00
1, 4309.67, 2004-01-19T18:34:46.618-05:00
23, 5365.65, 2004-01-08T14:06:09.618-05:00
21, 2232.76, 2004-01-29T11:25:56.618-05:00
3, 5764.18, 2004-01-06T09:43:09.618-05:00
7, 1098.92, 2004-01-19T23:48:57.618-05:00
26, 151.95, 2004-01-03T17:52:41.618-05:00
22, 8969.52, 2004-01-10T10:56:07.618-05:00
0, 6044.18, 2004-01-21T05:21:54.618-05:00
28, 9862.17, 2004-01-25T03:00:35.618-05:00
10, 2720.52, 2004-01-15T20:03:27.618-05:00
15, 6542.32, 2004-01-11T22:56:24.618-05:00
1, 8395.04, 2004-01-19T06:38:58.618-05:00
16, 8002.99, 2004-01-10T18:15:34.618-05:00
17, 1635.14, 2004-01-05T16:34:43.618-05:00
21, 866.27, 2004-01-02T08:32:18.618-05:00
13, 7799.23, 2004-01-28T08:12:56.618-05:00
26, 1481.28, 2004-01-18T06:40:47.618-05:00
5, 7928.56, 2004-01-28T05:11:04.618-05:00
23, 2662.69, 2004-01-04T22:14:44.618-05:00
8, 545.82, 2004-02-01T12:56:38.618-05:00
1, 5469.81, 2004-01-21T07:09:44.618-05:00
23, 8575.38, 2004-01-08T03:46:25.618-05:00
30, 5420.66, 2004-01-15T18:30:18.618-05:00
30, 1342.64, 2004-01-21T05:08:46.618-05:00
29, 3413.61, 2004-01-13T03:49:27.618-05:00
22, 9913.69, 2004-01-11T18:10:26.618-05:00
6, 2331.66, 2004-01-21T23:52:14.618-05:00
10, 7325.18, 2004-01-15T14:40:31.618-05:00
11, 9863.22, 2004-01-22T16:40:29.618-05:00
25, 294.70, 2004-01-03T19:42:10.618-05:00
19, 9115.58, 2004-01-30T14:56:22.618-05:00
1, 7406.70, 2004-01-03T14:41:36.618-05:00
24, 9845.08, 2004-01-09T16:32:03.618-05:00
26, 9492.03, 2004-01-10T19:33:22.618-05:00
24, 1893.32, 2004-01-03T19:09:42.618-05:00
2, 9759.80, 2004-01-11T17:36:42.618-05:00
23, 7112.48, 2004-01-09T10:13:29.618-05:00
9, 5341.32, 2004-01-23T13:55:27.618-05:00
30, 8684.74, 2004-01-17T02:55:27.618-05:00
16, 4252.85, 2004-01-14T21:38:29.618-05:00
12, 5388.11, 2004-01-05T20:53:13.618-05:00
15, 5708.15, 2004-01-08T00:35:39.618-05:00
2, 9721.93, 2004-01-22T21:37:20.618-05:00
2, 385.49, 2004-01-21T07:46:25.618-05:00
13, 664.36, 2004-01-12T14:34:51.618-05:00
30, 6196.53, 2004-01-04T20:35:51.618-05:00
3, 5566.97, 2004-01-23T21:32:01.618-05:00
25, 4675.38, 2004-01-01T17:57:12.618-05:00
20, 8769.98, 2004-01-03T15:05:14.618-05:00
0, 1012.17, 2004-01-31T18:41:12.618-05:00
2, 3009.28, 2004-01-03T02:39:43.618-05:00
12, 4544.45, 2004-01-11T09:07:25.618-05:00
2, 741.90, 2004-01-31T19:58:12.618-05:00
20, 6084.25, 2004-01-22T16:33:32.618-05:00
4, 6891.81, 2004-01-02T23:41:29.618-05:00
28, 8535.63, 2004-01-15T04:40:29.618-05:00
19, 9058.52, 2004-01-24T14:37:36.618-05:00
25, 9926.34, 2004-01-26T04:04:13.618-05:00
8, 1376.36, 2004-01-08T07:07:23.618-05:00
15, 5162.24, 2004-01-10T09:09:29.618-05:00
18, 495.91, 2004-01-28T14:48:29.618-05:00
23, 8781.61, 2004-01-26T23:24:08.618-05:00
11, 6707.48, 2004-01-19T17:07:57.618-05:00
17, 4850.00, 2004-01-06T20:16:32.618-05:00
26, 6260.92, 2004-01-16T08:31:36.618-05:00
19, 8349.33, 2004-01-31T06:06:17.618-05:00
14, 7270.32, 2004-01-18T05:55:23.618-05:00
17, 1277.67, 2004-01-07T19:43:56.618-05:00
18, 7135.14, 2004-01-14T22:27:04.618-05:00
17, 4829.17, 2004-02-01T15:23:16.618-05:00
20, 3662.08, 2004-01-12T00:30:24.618-05:00
10, 9955.21, 2004-01-20T08:12:36.618-05:00
1, 631.65, 2004-01-29T02:51:56.618-05:00
10, 3146.86, 2004-01-19T11:24:13.618-05:00
6, 5607.61, 2004-01-06T11:54:10.618-05:00
27, 3099.32, 2004-01-14T16:16:21.618-05:00
28, 8620.92, 2004-01-23T12:55:56.618-05:00
27, 39.00, 2004-01-18T20:19:09.618-05:00
11, 3848.91, 2004-02-01T12:19:55.618-05:00
10, 774.29, 2004-01-26T22:08:08.618-05:00
0, 7525.46, 2004-01-20T06:58:40.618-05:00
26, 4176.98, 2004-01-02T01:16:26.618-05:00
22, 7624.29, 2004-01-16T05:15:00.618-05:00
18, 8861.83, 2004-01-30T23:13:01.618-05:00
20, 9012.44, 2004-01-10T04:17:03.618-05:00
20, 4699.27, 2004-01-10T01:50:34.618-05:00
18, 27.02, 2004-01-13T01:52:37.618-05:00
1, 4706.70, 2004-01-13T20:42:32.618-05:00
27, 7131.29, 2004-01-28T12:19:36.618-05:00
1, 3398.47, 2004-01-25T00:55:38.618-05:00
10, 6394.48, 2004-01-06T17:38:13.618-05:00
27, 1255.73, 2004-01-22T09:44:15.618-05:00
30, 8048.38, 2004-01-19T14:31:10.618-05:00
23, 4373.65, 2004-01-11T00:27:55.618-05:00
25, 927.74, 2004-01-23T19:52:09.618-05:00
22, 166.05, 2004-01-02T18:07:44.618-05:00
5, 923.19, 2004-01-11T11:59:40.618-05:00
1, 8210.88, 2004-01-27T17:24:19.618-05:00
9, 3977.76, 2004-01-25T21:26:12.618-05:00
16, 3703.90, 2004-01-11T17:36:14.618-05:00
21, 3051.00, 2004-01-16T07:00:04.618-05:00
26, 5693.96, 2004-01-19T19:03:59.618-05:00
19, 6858.23, 2004-02-01T12:13:43.618-05:00
4, 4288.81, 2004-01-06T08:08:51.618-05:00
18, 9164.00, 2004-01-21T16:37:10.618-05:00
10, 8674.46, 2004-01-07T13:38:37.618-05:00
0, 2656.57, 2004-01-06T22:54:49.618-05:00
14, 9258.41, 2004-01-08T07:09:14.618-05:00
18, 3738.50, 2004-01-10T03:48:08.618-05:00
8, 3044.62, 2004-01-23T01:19:38.618-05:00
4, 312.99, 2004-01-04T15:48:18.618-05:00
19, 6837.53, 2004-01-29T19:26:33.618-05:00
14, 6297.92, 2004-01-30T08:10:02.618-05:00
21, 758.62, 2004-01-15T16:48:19.618-05:00
11, 5224.54, 2004-01-22T22:15:51.618-05:00
5, 7390.93, 2004-01-16T15:49:02.618-05:00
10, 3031.70, 2004-01-09T02:38:42.618-05:00
2, 4537.18, 2004-01-21T05:19:11.618-05:00
28, 2804.16, 2004-01-07T08:23:10.618-05:00
6, 1821.91, 2004-01-26T01:59:12.618-05:00
3, 3567.73, 2004-01-16T01:18:48.618-05:00
24, 267.27, 2004-01-05T17:52:38.618-05:00
16, 1786.62, 2004-01-25T03:00:45.618-05:00
10, 6450.34, 2004-01-08T21:59:05.618-05:00
18, 9440.84, 2004-01-19T18:24:14.618-05:00
24, 8173.52, 2004-01-14T17:09:34.618-05:00
8, 1621.77, 2004-01-09T09:04:39.618-05:00
1, 861.19, 2004-01-04T23:40:49.618-05:00
23, 692.73, 2004-01-21T09:50:20.618-05:00
6, 4589.40, 2004-01-13T01:34:52.618-05:00
27, 3032.02, 2004-01-05T10:21:28.618-05:00
26, 2060.84, 2004-01-29T13:26:25.618-05:00
7, 9118.58, 2004-01-04T15:53:59.618-05:00
17, 1596.05, 2004-01-17T15:23:30.618-05:00
0, 2734.61, 2004-01-12T06:12:35.618-05:00
1, 4811.39, 2004-01-14T20:10:15.618-05:00
7, 943.26, 2004-01-14T05:41:16.618-05:00
13, 1923.50, 2004-01-30T16:21:32.618-05:00
3, 2440.81, 2004-01-31T15:56:26.618-05:00
8, 4234.04, 2004-01-22T23:37:07.618-05:00
25, 8165.09, 2004-01-04T01:14:12.618-05:00
7, 1323.36, 2004-01-24T04:29:38.618-05:00
1, 8542.80, 2004-01-17T19:44:43.618-05:00
0, 2680.66, 2004-01-15T17:35:42.618-05:00
2, 6447.79, 2004-01-26T11:00:40.618-05:00
30, 124.14, 2004-01-27T19:30:03.618-05:00
9, 2385.28, 2004-01-08T07:49:23.618-05:00
7, 8468.53, 2004-01-10T06:13:15.618-05:00
14, 8271.10, 2004-01-26T07:14:21.618-05:00
30, 9869.84, 2004-01-07T22:30:19.618-05:00
21, 1693.07, 2004-01-06T21:47:10.618-05:00
16, 9356.35, 2004-01-20T14:27:41.618-05:00
15, 3068.45, 2004-01-24T05:22:44.618-05:00
0, 9819.17, 2004-01-24T19:46:24.618-05:00
28, 1586.75, 2004-01-23T19:03:59.618-05:00
11, 8610.27, 2004-01-06T17:12:25.618-05:00
0, 1284.89, 2004-01-01T21:18:54.618-05:00
4, 1647.60, 2004-01-05T01:11:27.618-05:00
30, 8667.53, 2004-01-07T00:29:43.618-05:00
7, 6167.11, 2004-01-26T20:38:03.618-05:00
7, 6681.04, 2004-01-25T03:19:27.618-05:00
4, 8945.97, 2004-01-02T06:14:55.618-05:00
5, 3889.03, 2004-01-03T14:15:49.618-05:00
30, 1747.30, 2004-01-16T13:19:40.618-05:00
5, 789.26, 2004-01-12T16:34:29.618-05:00
21, 1049.20, 2004-01-07T17:38:42.618-05:00
29, 9356.91, 2004-01-31T17:31:29.618-05:00
27, 803.58, 2004-01-12T14:45:36.618-05:00
9, 5195.30, 2004-01-07T02:42:41.618-05:00
21, 8355.29, 2004-01-16T11:50:30.618-05:00
23, 809.30, 2004-01-06T05:01:24.618-05:00
5, 7912.15, 2004-01-17T18:40:08.618-05:00
3, 1274.22, 2004-01-03T16:09:47.618-05:00
27, 8609.60, 2004-01-08T19:23:48.618-05:00
6, 1329.30, 2004-01-05T01:00:57.618-05:00
25, 5620.92, 2004-01-03T08:56:12.618-05:00
1, 3151.61, 2004-01-20T04:19:53.618-05:00
11, 630.92, 2004-01-05T16:00:10.618-05:00
0, 2827.37, 2004-01-13T06:18:13.618-05:00
15, 9865.54, 2004-02-01T10:35:57.618-05:00
15, 7991.52, 2004-01-17T16:19:55.618-05:00
26, 3645.77, 2004-01-07T23:25:57.618-05:00
27, 5.25, 2004-01-31T13:38:18.618-05:00
14, 5846.89, 2004-01-06T06:26:38.618-05:00
26, 8229.80, 2004-01-10T07:58:15.618-05:00
14, 6773.83, 2004-01-05T14:48:53.618-05:00
22, 6874.31, 2004-01-24T01:51:10.618-05:00
14, 734.51, 2004-01-21T00:29:33.618-05:00
12, 3076.83, 2004-01-25T21:40:37.618-05:00
16, 4272.37, 2004-01-05T05:26:27.618-05:00
24, 8450.12, 2004-01-15T12:09:00.618-05:00
27, 1718.60, 2004-01-14T15:34:17.618-05:00
11, 1506.16, 2004-01-30T23:02:06.618-05:00
23, 7899.04, 2004-01-12T23:32:20.618-05:00
26, 9981.35, 2004-01-06T06:08:16.618-05:00
7, 9778.81, 2004-01-13T08:51:48.618-05:00
24, 6025.56, 2004-01-03T02:21:20.618-05:00
8, 8192.05, 2004-01-06T09:10:26.618-05:00
12, 2994.79, 2004-01-20T15:19:09.618-05:00
30, 1071.68, 2004-01-16T01:20:34.618-05:00
21, 5794.63, 2004-01-22T19:54:22.618-05:00
27, 1593.86, 2004-01-14T03:15:18.618-05:00
10, 1550.00, 2004-01-25T07:22:17.618-05:00
10, 9058.59, 2004-01-02T06:35:26.618-05:00
4, 9108.30, 2004-01-23T15:00:39.618-05:00
24, 158.60, 2004-01-16T04:27:37.618-05:00
16, 3395.40, 2004-01-10T04:33:42.618-05:00
7, 1405.05, 2004-01-02T22:23:02.618-05:00
9, 8907.91, 2004-01-20T06:18:06.618-05:00
23, 5085.71, 2004-01-07T13:52:07.618-05:00
17, 9204.34, 2004-01-17T23:27:57.618-05:00
28, 6277.17, 2004-01-14T20:11:19.618-05:00
11, 811.75, 2004-01-04T04:18:58.618-05:00
11, 4511.62, 2004-01-31T02:50:57.618-05:00
20, 8743.39, 2004-01-02T23:54:01.618-05:00
11, 2944.91, 2004-01-28T07:15:47.618-05:00
20, 1174.65, 2004-01-05T14:37:10.618-05:00
12, 9868.14, 2004-01-28T15:17:09.618-05:00
21, 5686.34, 2004-01-31T04:25:47.618-05:00
20, 1572.06, 2004-01-30T22:09:29.618-05:00
1, 2891.04, 2004-01-15T19:19:28.618-05:00
21, 3680.99, 2004-01-23T06:26:49.618-05:00
4, 2836.41, 2004-01-09T12:22:07.618-05:00
23, 6731.23, 2004-01-07T19:32:48.618-05:00
10, 9048.55, 2004-01-16T03:08:21.618-05:00
25, 4933.39, 2004-01-13T10:53:57.618-05:00
17, 6755.26, 2004-01-20T19:18:52.618-05:00
22, 8527.85, 2004-01-31T21:19:53.618-05:00
3, 9119.56, 2004-01-28T21:02:25.618-05:00
3, 6059.62, 2004-02-01T03:03:48.618-05:00
9, 5221.42, 2004-01-26T04:18:50.618-05:00
19, 4250.34, 2004-01-20T11:22:32.618-05:00
26, 9145.23, 2004-02-01T13:59:54.618-05:00
30, 8259.95, 2004-01-19T23:29:33.618-05:00
27, 2552.04, 2004-01-29T10:39:18.618-05:00
23, 2184.31, 2004-01-23T04:48:17.618-05:00
0, 6322.01, 2004-01-13T05:17:41.618-05:00
19, 9142.97, 2004-01-23T18:20:41.618-05:00
9, 6620.58, 2004-01-11T18:26:19.618-05:00
27, 7636.94, 2004-01-22T03:49:54.618-05:00
21, 9543.01, 2004-01-15T21:22:54.618-05:00
7, 8703.57, 2004-01-28T02:17:27.618-05:00
1, 7389.53, 2004-01-23T10:04:58.618-05:00
16, 9313.21, 2004-01-26T22:28:10.618-05:00
18, 776.74, 2004-01-21T09:04:55.618-05:00
6, 6333.64, 2004-01-10T03:40:45.618-05:00
29, 9951.04, 2004-01-25T12:20:57.618-05:00
14, 1969.04, 2004-02-01T04:38:18.618-05:00
26, 7683.32, 2004-01-23T16:30:16.618-05:00
16, 2940.20, 2004-01-19T13:33:47.618-05:00
2, 5429.57, 2004-01-19T15:30:14.618-05:00
16, 8737.14, 2004-01-29T10:20:19.618-05:00
30, 5573.32, 2004-01-10T14:37:35.618-05:00
10, 8309.67, 2004-01-08T01:52:10.618-05:00
18, 649.62, 2004-02-01T07:45:55.618-05:00
6, 3679.15, 2004-01-29T15:51:28.618-05:00
15, 6706.90, 2004-01-11T07:22:51.618-05:00
3, 4609.13, 2004-01-19T17:25:24.618-05:00
6, 2207.91, 2004-01-29T18:26:30.618-05:00
5, 1964.05, 2004-01-15T18:55:22.618-05:00
29, 7011.24, 2004-01-20T21:17:23.618-05:00
7, 2354.79, 2004-01-20T01:23:12.618-05:00
24, 2513.14, 2004-01-30T04:10:33.618-05:00
16, 1605.33, 2004-01-14T10:54:58.618-05:00
2, 4561.45, 2004-01-20T07:28:43.618-05:00
21, 5304.99, 2004-01-20T06:24:47.618-05:00
9, 4467.79, 2004-01-08T17:24:58.618-05:00
6, 6910.63, 2004-01-24T18:32:49.618-05:00
18, 625.62, 2004-01-16T09:19:40.618-05:00
0, 5549.20, 2004-01-31T19:09:55.618-05:00
20, 7765.46, 2004-01-08T23:39:22.618-05:00
20, 9705.42, 2004-02-01T04:59:46.618-05:00
4, 2716.94, 2004-01-13T23:13:42.618-05:00
24, 9566.91, 2004-01-03T16:23:33.618-05:00
16, 3263.16, 2004-01-17T21:35:09.618-05:00
4, 9988.21, 2004-01-10T17:36:26.618-05:00
1, 9926.05, 2004-01-08T20:45:09.618-05:00
25, 219.20, 2004-02-01T14:32:54.618-05:00
29, 2562.21, 2004-01-15T16:41:03.618-05:00
16, 2957.89, 2004-01-17T05:14:29.618-05:00
22, 3824.39, 2004-01-26T12:13:42.618-05:00
18, 8513.29, 2004-02-01T03:00:24.618-05:00
26, 7792.55, 2004-01-06T17:25:02.618-05:00
29, 4324.47, 2004-01-12T05:54:00.618-05:00
1, 3434.27, 2004-01-13T10:35:53.618-05:00
12, 2544.26, 2004-01-26T12:10:45.618-05:00
15, 1643.96, 2004-01-09T11:10:53.618-05:00
25, 472.80, 2004-01-08T22:00:36.618-05:00
26, 154.03, 2004-01-02T01:45:13.618-05:00
27, 9270.68, 2004-01-11T00:29:57.618-05:00
3, 9924.41, 2004-01-11T00:34:18.618-05:00
2, 4394.47, 2004-01-04T19:17:36.618-05:00
24, 8106.80, 2004-01-04T13:54:28.618-05:00
3, 7719.77, 2004-01-27T08:15:07.618-05:00
28, 8349.01, 2004-01-14T23:33:58.618-05:00
16, 2336.28, 2004-01-07T07:43:22.618-05:00
8, 7148.81, 2004-01-21T21:34:30.618-05:00
11, 9845.11, 2004-01-30T03:13:59.618-05:00
26, 1874.98, 2004-01-12T00:42:27.618-05:00
1, 9834.46, 2004-01-30T15:57:21.618-05:00
11, 9728.38, 2004-01-23T04:00:06.618-05:00
28, 7574.09, 2004-01-28T07:50:04.618-05:00
0, 8696.48, 2004-01-11T15:00:43.618-05:00
5, 9211.95, 2004-01-14T17:53:10.618-05:00
1, 8929.28, 2004-01-23T12:38:18.618-05:00
1, 1584.40, 2004-01-17T17:21:58.618-05:00
2, 1999.48, 2004-01-15T06:20:01.618-05:00
3, 3711.78, 2004-01-19T12:20:34.618-05:00
21, 3362.17, 2004-01-13T01:11:13.618-05:00
0, 9038.23, 2004-01-23T07:13:23.618-05:00
29, 750.96, 2004-01-26T05:45:10.618-05:00
25, 6222.76, 2004-01-30T05:02:44.618-05:00
26, 5085.58, 2004-01-19T12:25:48.618-05:00
16, 3879.86, 2004-01-02T10:35:12.618-05:00
29, 6157.72, 2004-01-19T15:12:56.618-05:00
30, 3024.46, 2004-01-08T17:36:15.618-05:00
20, 9442.63, 2004-01-24T23:46:03.618-05:00
12, 4366.66, 2004-02-01T10:59:40.618-05:00
24, 2979.23, 2004-01-06T11:15:53.618-05:00
17, 5136.63, 2004-01-08T16:21:40.618-05:00
15, 592.73, 2004-01-02T19:00:34.618-05:00
13, 8255.75, 2004-01-23T16:23:26.618-05:00
17, 4614.92, 2004-01-26T17:49:59.618-05:00
22, 1703.81, 2004-01-22T21:34:39.618-05:00
3, 3597.10, 2004-01-19T06:13:13.618-05:00
22, 6507.58, 2004-01-03T19:16:21.618-05:00
22, 7810.47, 2004-01-07T09:06:32.618-05:00
5, 1379.38, 2004-01-29T14:50:22.618-05:00
18, 3184.95, 2004-01-10T07:02:26.618-05:00
5, 1495.09, 2004-01-09T03:20:26.618-05:00
19, 6938.82, 2004-01-02T08:19:49.618-05:00
29, 8893.54, 2004-01-29T06:20:30.618-05:00
0, 781.88, 2004-01-19T06:18:31.618-05:00
21, 5521.26, 2004-01-12T20:38:40.618-05:00
19, 9110.46, 2004-01-03T07:28:46.618-05:00
24, 4898.41, 2004-01-23T00:53:31.618-05:00
14, 5025.00, 2004-01-03T01:20:05.618-05:00
21, 9950.03, 2004-01-04T09:57:45.618-05:00
22, 9853.88, 2004-01-28T12:30:27.618-05:00
2, 7778.78, 2004-01-01T23:50:51.618-05:00
12, 6818.88, 2004-01-08T18:59:18.618-05:00
5, 4444.73, 2004-01-29T10:42:58.618-05:00
17, 4781.00, 2004-01-22T17:01:27.618-05:00
22, 6400.43, 2004-01-29T00:52:57.618-05:00
26, 8004.59, 2004-01-24T09:25:41.618-05:00
0, 9685.51, 2004-01-23T21:51:50.618-05:00
8, 5513.58, 2004-01-01T21:44:47.618-05:00
29, 2738.49, 2004-01-15T00:12:34.618-05:00
9, 2918.66, 2004-01-06T21:45:40.618-05:00
24, 5501.34, 2004-01-05T23:51:44.618-05:00
28, 8195.42, 2004-01-10T17:49:34.618-05:00
7, 2986.84, 2004-01-15T08:39:50.618-05:00
30, 4511.63, 2004-01-17T11:06:40.618-05:00
18, 9604.33, 2004-01-07T07:13:53.618-05:00
